index,massinit,Xinit,Yinit,Zinit,fehinit,amlt,fov_core,fov0_core,eta
2299,1.64554,0.71373058,0.27136165,0.01490777,0.06088867,1.641327,0.012880,0.006440,0.510
2300,1.35804,0.74709882,0.25134071,0.00156047,-0.93911133,2.516327,0.008727,0.004364,0.247
2301,2.50804,0.72704589,0.26337247,0.00958165,-0.13911133,1.816327,0.018000,0.009000,0.597
2302,1.93304,0.74127703,0.25483378,0.00388919,-0.53911133,1.466327,0.017033,0.008516,0.072
2303,0.78304,0.69359811,0.28344113,0.02296076,0.26088867,2.166327,0.000422,0.000211,0.422
2304,0.81897,0.74731598,0.25121041,0.00147361,-0.96411133,1.881952,0.000941,0.000470,0.149
2305,1.96897,0.72834544,0.26259274,0.00906182,-0.16411133,2.581952,0.017552,0.008776,0.499
2306,2.54397,0.74181427,0.25451144,0.00367429,-0.56411133,2.231952,0.018000,0.009000,0.324
2307,1.39397,0.69657643,0.28165414,0.02176943,0.23588867,1.531952,0.009246,0.004623,0.674
2308,1.68147,0.73654502,0.25767299,0.00578199,-0.36411133,2.406952,0.013399,0.006700,0.061
2309,2.83147,0.66825182,0.29864891,0.03309927,0.43588867,1.706952,0.018000,0.009000,0.411
2310,2.25647,0.74517792,0.25249325,0.00232883,-0.76411133,1.356952,0.018000,0.009000,0.236
2311,1.10647,0.71571746,0.27016953,0.01411302,0.03588867,2.056952,0.005093,0.002547,0.586
2312,1.25022,0.73947236,0.25591658,0.00461105,-0.46411133,1.619452,0.007170,0.003585,0.367
2313,2.40022,0.68374671,0.28935197,0.02690132,0.33588867,2.319452,0.018000,0.009000,0.017
2314,2.97522,0.74636797,0.25177922,0.00185281,-0.86411133,2.669452,0.018000,0.009000,0.542
2315,1.82522,0.72270063,0.26597962,0.01131975,-0.06411133,1.969452,0.015475,0.007738,0.192
2316,1.53772,0.74368512,0.25338893,0.00292595,-0.66411133,2.144452,0.011323,0.005661,0.455
2317,2.68772,0.70711574,0.27533056,0.01755370,0.13588867,1.444452,0.018000,0.009000,0.105
2318,2.11272,0.73289250,0.25986450,0.00724300,-0.26411133,1.794452,0.018000,0.009000,0.630
2319,0.96272,0.64971580,0.30977052,0.04051368,0.53588867,2.494452,0.003017,0.001509,0.280
2320,0.89085,0.73074265,0.26115441,0.00810294,-0.21411133,2.275702,0.001979,0.000989,0.258
2321,2.04085,0.63919710,0.31608174,0.04472116,0.58588867,1.575702,0.018000,0.009000,0.608
2322,2.61585,0.74280231,0.25391861,0.00327908,-0.61411133,1.925702,0.018000,0.009000,0.083
2323,1.46585,0.70210964,0.27833421,0.01955614,0.18588867,2.625702,0.010284,0.005142,0.433
2324,1.75335,0.74580669,0.25211599,0.00207733,-0.81411133,1.400702,0.014437,0.007219,0.345
2325,2.90335,0.71939292,0.26796425,0.01264283,-0.01411133,2.100702,0.018000,0.009000,0.695
2326,2.32835,0.73808996,0.25674602,0.00516402,-0.41411133,2.450702,0.018000,0.009000,0.170
2327,1.17835,0.67635620,0.29378628,0.02985752,0.38588867,1.750702,0.006132,0.003066,0.520
2328,1.03460,0.74447369,0.25291579,0.00261052,-0.71411133,2.538202,0.004055,0.002028,0.652
2329,2.18460,0.71163798,0.27261721,0.01574481,0.08588867,1.838202,0.018000,0.009000,0.302
2330,2.75960,0.73481924,0.25870845,0.00647230,-0.31411133,1.488202,0.018000,0.009000,0.477
2331,1.60960,0.65938671,0.30396797,0.03664531,0.48588867,2.188202,0.012361,0.006180,0.127
2332,1.32210,0.74070881,0.25517472,0.00411648,-0.51411133,1.663202,0.008208,0.004104,0.564
2333,2.47210,0.69047097,0.28531742,0.02421161,0.28588867,2.363202,0.018000,0.009000,0.214
2334,1.89710,0.74686893,0.25147864,0.00165243,-0.91411133,2.013202,0.016514,0.008257,0.389
2335,0.74710,0.72567438,0.26419537,0.01013025,-0.11411133,1.313202,0.000000,0.000000,0.039
2336,0.76507,0.74500927,0.25259444,0.00239629,-0.75161133,2.024139,0.000162,0.000081,0.296
2337,1.91507,0.71473694,0.27075784,0.01450523,0.04838867,1.324139,0.016773,0.008387,0.646
2338,2.49007,0.73613128,0.25792123,0.00594749,-0.35161133,1.674139,0.018000,0.009000,0.121
2339,1.34007,0.66610867,0.29993480,0.03395653,0.44838867,2.374139,0.008468,0.004234,0.471
2340,1.62757,0.74154942,0.25467035,0.00378023,-0.55161133,1.499139,0.012620,0.006310,0.209
2341,2.77757,0.69510551,0.28253669,0.02235780,0.24838867,2.199139,0.018000,0.009000,0.559
2342,2.20257,0.74720894,0.25127463,0.00151642,-0.95161133,2.549139,0.018000,0.009000,0.034
2343,1.05257,0.72770443,0.26297734,0.00931823,-0.15161133,1.849139,0.004315,0.002157,0.384
2344,1.19632,0.73237686,0.26017388,0.00744926,-0.25161133,2.461639,0.006391,0.003196,0.603
2345,2.34632,0.64716716,0.31129971,0.04153314,0.54838867,1.761639,0.018000,0.009000,0.253
2346,2.92132,0.74347366,0.25351580,0.00301054,-0.65161133,1.411639,0.018000,0.009000,0.428
2347,1.77132,0.70591123,0.27605326,0.01803551,0.14838867,2.111639,0.014697,0.007348,0.078
2348,1.48382,0.74623357,0.25185986,0.00190657,-0.85161133,1.936639,0.010544,0.005272,0.690
2349,2.63382,0.72190629,0.26645623,0.01163748,-0.05161133,2.636639,0.018000,0.009000,0.340
2350,2.05882,0.73914107,0.25611536,0.00474357,-0.45161133,2.286639,0.018000,0.009000,0.515
2351,0.90882,0.68196341,0.29042196,0.02761464,0.34838867,1.586639,0.002238,0.001119,0.165
2352,0.98069,0.73771965,0.25696821,0.00531214,-0.40161133,1.805389,0.003277,0.001638,0.012
2353,2.13069,0.67439888,0.29496067,0.03064045,0.39838867,2.505389,0.018000,0.009000,0.362
2354,2.70569,0.74565612,0.25220633,0.00213755,-0.80161133,2.155389,0.018000,0.009000,0.187
2355,1.55569,0.71850990,0.26849406,0.01299604,-0.00161133,1.455389,0.011582,0.005791,0.537
2356,1.84319,0.74256562,0.25406063,0.00337375,-0.60161133,2.680389,0.015735,0.007867,0.099
2357,2.99319,0.70077749,0.27913351,0.02008900,0.19838867,1.980389,0.018000,0.009000,0.449
2358,2.41819,0.73016753,0.26149948,0.00833299,-0.20161133,1.630389,0.018000,0.009000,0.274
2359,1.26819,0.63643045,0.31774173,0.04582782,0.59838867,2.330389,0.007429,0.003715,0.624
2360,1.12444,0.74674898,0.25155061,0.00170041,-0.90161133,1.367889,0.005353,0.002677,0.493
2361,2.27444,0.72496050,0.26462370,0.01041580,-0.10161133,2.067889,0.018000,0.009000,0.143
2362,2.84944,0.74041253,0.25535248,0.00423499,-0.50161133,2.417889,0.018000,0.009000,0.668
2363,1.69944,0.68884976,0.28629014,0.02486009,0.29838867,1.717889,0.013659,0.006829,0.318
2364,1.41194,0.73435723,0.25898566,0.00665711,-0.30161133,2.242889,0.009506,0.004753,0.406
2365,2.56194,0.65704623,0.30537226,0.03758151,0.49838867,1.542889,0.018000,0.009000,0.056
2366,1.98694,0.74428482,0.25302911,0.00268607,-0.70161133,1.892889,0.017811,0.008906,0.581
2367,0.83694,0.71055049,0.27326970,0.01617980,0.09838867,2.592889,0.001200,0.000600,0.231
2368,0.80100,0.73694746,0.25743152,0.00562102,-0.37661133,1.433514,0.000681,0.000341,0.679
2369,1.95100,0.67034743,0.29739154,0.03226103,0.42338867,2.133514,0.017292,0.008646,0.329
2370,2.52600,0.74534186,0.25239488,0.00226326,-0.77661133,2.483514,0.018000,0.009000,0.504
2371,1.37600,0.71667274,0.26959636,0.01373090,0.02338867,1.783514,0.008987,0.004493,0.154
2372,1.66350,0.74742000,0.25114800,0.00143200,-0.97661133,2.308514,0.013140,0.006570,0.592
2373,2.81350,0.72896934,0.26221840,0.00881226,-0.17661133,1.608514,0.018000,0.009000,0.242
2374,2.23850,0.74207179,0.25435692,0.00357128,-0.57661133,1.958514,0.018000,0.009000,0.417
2375,1.08850,0.69801159,0.28079305,0.02119536,0.22338867,2.658514,0.004834,0.002417,0.067
2376,1.23225,0.74389069,0.25326559,0.00284372,-0.67661133,1.696014,0.006910,0.003455,0.198
2377,2.38225,0.70829002,0.27462599,0.01708399,0.12338867,2.396014,0.018000,0.009000,0.548
2378,2.95725,0.73339420,0.25956348,0.00704232,-0.27661133,2.046014,0.018000,0.009000,0.023
2379,1.80725,0.65221143,0.30827314,0.03951543,0.52338867,1.346014,0.015216,0.007608,0.373
2380,1.51975,0.73979455,0.25572327,0.00448218,-0.47661133,2.571014,0.011063,0.005532,0.285
2381,2.66975,0.68548838,0.28830697,0.02620465,0.32338867,1.871014,0.018000,0.009000,0.635
2382,2.09475,0.74649860,0.25170084,0.00180056,-0.87661133,1.521014,0.018000,0.009000,0.110
2383,0.94475,0.72347412,0.26551553,0.01101035,-0.07661133,2.221014,0.002758,0.001379,0.460
2384,0.87288,0.74595304,0.25202818,0.00201878,-0.82661133,2.352264,0.001719,0.000860,0.395
2385,2.02288,0.72025296,0.26744822,0.01229882,-0.02661133,1.652264,0.018000,0.009000,0.045
2386,2.59788,0.73845012,0.25652993,0.00501995,-0.42661133,1.302264,0.018000,0.009000,0.570
2387,1.44788,0.67826890,0.29263866,0.02909244,0.37338867,2.002264,0.010025,0.005012,0.220
2388,1.73538,0.73130231,0.26081861,0.00787907,-0.22661133,1.827264,0.014178,0.007089,0.482
2389,2.88538,0.64190840,0.31445496,0.04363664,0.57338867,2.527264,0.018000,0.009000,0.132
2390,2.31038,0.74303243,0.25378054,0.00318703,-0.62661133,2.177264,0.018000,0.009000,0.657
2391,1.16038,0.70340886,0.27755468,0.01903646,0.17338867,1.477264,0.005872,0.002936,0.307
2392,1.01663,0.74099690,0.25500186,0.00400124,-0.52661133,2.089764,0.003796,0.001898,0.088
2393,2.16663,0.69205351,0.28436789,0.02357860,0.27338867,1.389764,0.018000,0.009000,0.438
2394,2.74163,0.74698551,0.25140869,0.00160580,-0.92661133,1.739764,0.018000,0.009000,0.263
2395,1.59163,0.72636935,0.26377839,0.00985226,-0.12661133,2.439764,0.012101,0.006051,0.613
2396,1.30413,0.74465729,0.25280562,0.00253708,-0.72661133,1.564764,0.007949,0.003974,0.001
2397,2.45413,0.71269780,0.27198132,0.01532088,0.07338867,2.264764,0.018000,0.009000,0.351
2398,1.87913,0.73526871,0.25843877,0.00629252,-0.32661133,2.614764,0.016254,0.008127,0.176
2399,0.72913,0.66167682,0.30259391,0.03572927,0.47338867,1.914764,0.000000,0.000000,0.526
2400,0.72014,0.74643375,0.25173975,0.00182650,-0.87036133,1.646796,0.000000,0.000000,0.228
2401,1.87014,0.72308995,0.26574603,0.01116402,-0.07036133,2.346796,0.016124,0.008062,0.578
2402,2.44514,0.73963458,0.25581925,0.00454617,-0.47036133,2.696796,0.018000,0.009000,0.053
2403,1.29514,0.68462270,0.28882638,0.02655092,0.32963867,1.996796,0.007819,0.003909,0.403
2404,1.58264,0.73314507,0.25971296,0.00714197,-0.27036133,2.171796,0.011972,0.005986,0.315
2405,2.73264,0.65097020,0.30901788,0.04001192,0.52963867,1.471796,0.018000,0.009000,0.665
2406,2.15764,0.74378863,0.25332682,0.00288455,-0.67036133,1.821796,0.018000,0.009000,0.140
2407,1.00764,0.70770662,0.27497603,0.01731735,0.12963867,2.521796,0.003666,0.001833,0.490
2408,1.15139,0.74194394,0.25443364,0.00362242,-0.57036133,1.909296,0.005742,0.002871,0.622
2409,2.30139,0.69729843,0.28122094,0.02148063,0.22963867,2.609296,0.018000,0.009000,0.272
2410,2.87639,0.74736836,0.25117898,0.00145266,-0.97036133,2.259296,0.018000,0.009000,0.447
2411,1.72639,0.72865950,0.26240430,0.00893620,-0.17036133,1.559296,0.014048,0.007024,0.097
2412,1.43889,0.74526047,0.25244372,0.00229581,-0.77036133,2.434296,0.009895,0.004948,0.534
2413,2.58889,0.71619822,0.26988107,0.01392071,0.02963867,1.734296,0.018000,0.009000,0.184
2414,2.01389,0.73674763,0.25755142,0.00570095,-0.37036133,1.384296,0.018000,0.009000,0.359
2415,0.86389,0.66930553,0.29801668,0.03267779,0.42963867,2.084296,0.001590,0.000795,0.009
2416,0.93577,0.73504553,0.25857268,0.00638179,-0.32036133,2.565546,0.002628,0.001314,0.162
2417,2.08577,0.66053802,0.30327719,0.03618479,0.47963867,1.865546,0.018000,0.009000,0.512
2418,2.66077,0.74456614,0.25286032,0.00257354,-0.72036133,1.515546,0.018000,0.009000,0.337
2419,1.51077,0.71217131,0.27229721,0.01553148,0.07963867,2.215546,0.010933,0.005467,0.687
2420,1.79827,0.74692763,0.25144342,0.00162895,-0.92036133,1.690546,0.015086,0.007543,0.075
2421,2.94827,0.72602420,0.26398548,0.00999032,-0.12036133,2.390546,0.018000,0.009000,0.425
2422,2.37327,0.74085386,0.25508768,0.00405846,-0.52036133,2.040546,0.018000,0.009000,0.250
2423,1.22327,0.69126703,0.28483978,0.02389319,0.27963867,1.340546,0.006781,0.003390,0.600
2424,1.07952,0.74291818,0.25384909,0.00323273,-0.62036133,2.303046,0.004704,0.002352,0.381
2425,2.22952,0.70276333,0.27794200,0.01929467,0.17963867,1.603046,0.018000,0.009000,0.031
2426,2.80452,0.73102439,0.26098537,0.00799025,-0.22036133,1.953046,0.018000,0.009000,0.556
2427,1.65452,0.64055963,0.31526422,0.04417615,0.57963867,2.653046,0.013010,0.006505,0.206
2428,1.36702,0.73827129,0.25663722,0.00509148,-0.42036133,1.428046,0.008857,0.004428,0.469
2429,2.51702,0.67731808,0.29320915,0.02947277,0.37963867,2.128046,0.018000,0.009000,0.119
2430,1.94202,0.74588038,0.25207177,0.00204785,-0.82036133,2.478046,0.017163,0.008581,0.644
2431,0.79202,0.71982577,0.26770454,0.01246969,-0.02036133,1.778046,0.000551,0.000276,0.294
2432,0.82796,0.74026126,0.25544324,0.00429550,-0.49536133,2.193671,0.001070,0.000535,0.545
2433,1.97796,0.68802443,0.28678534,0.02519023,0.30463867,1.493671,0.017682,0.008841,0.195
2434,2.55296,0.74668772,0.25158737,0.00172491,-0.89536133,1.843671,0.018000,0.009000,0.370
2435,1.40296,0.72459632,0.26484221,0.01056147,-0.09536133,2.543671,0.009376,0.004688,0.020
2436,1.69046,0.74418837,0.25308698,0.00272465,-0.69536133,1.318671,0.013529,0.006764,0.633
2437,2.84046,0.70999618,0.27360229,0.01640153,0.10463867,2.018671,0.018000,0.009000,0.283
2438,2.26546,0.73412141,0.25912715,0.00675144,-0.29536133,2.368671,0.018000,0.009000,0.458
2439,1.11546,0.65585689,0.30608587,0.03805725,0.50463867,1.668671,0.005223,0.002612,0.108
2440,1.25921,0.74757058,0.25105765,0.00137177,-0.99536133,2.631171,0.007300,0.003650,0.326
2441,2.40921,0.72987405,0.26167557,0.00845038,-0.19536133,1.931171,0.018000,0.009000,0.676
2442,2.98421,0.74244476,0.25413315,0.00342210,-0.59536133,1.581171,0.018000,0.009000,0.151
2443,1.83421,0.70009885,0.27954069,0.02036046,0.20463867,2.281171,0.015605,0.007803,0.501
2444,1.54671,0.73753060,0.25708164,0.00538776,-0.39536133,1.756171,0.011452,0.005726,0.239
2445,2.69671,0.67340326,0.29555805,0.03103870,0.40463867,2.456171,0.018000,0.009000,0.589
2446,2.12171,0.74557922,0.25225247,0.00216831,-0.79536133,2.106171,0.018000,0.009000,0.064
2447,0.97171,0.71805961,0.26876424,0.01317616,0.00463867,1.406171,0.003147,0.001573,0.414
2448,0.89983,0.74492313,0.25264612,0.00243075,-0.74536133,1.974921,0.002109,0.001054,0.479
2449,2.04983,0.71423703,0.27105778,0.01470519,0.05463867,2.674921,0.018000,0.009000,0.129
2450,2.62483,0.73592008,0.25804795,0.00603197,-0.34536133,2.324921,0.018000,0.009000,0.654
2451,1.47483,0.66501903,0.30058858,0.03439239,0.45463867,1.624921,0.010414,0.005207,0.304
2452,1.76233,0.74141418,0.25475149,0.00383433,-0.54536133,2.499921,0.014567,0.007284,0.392
2453,2.91233,0.69435642,0.28298615,0.02265743,0.25463867,1.799921,0.018000,0.009000,0.042
2454,2.33733,0.74715427,0.25130744,0.00153829,-0.94536133,1.449921,0.018000,0.009000,0.567
2455,1.18733,0.72737738,0.26317357,0.00944905,-0.14536133,2.149921,0.006261,0.003131,0.217
2456,1.04358,0.73211370,0.26033178,0.00755452,-0.24536133,1.537421,0.004185,0.002093,0.086
2457,2.19358,0.64587276,0.31207634,0.04205089,0.55463867,2.237421,0.018000,0.009000,0.436
2458,2.76858,0.74336567,0.25358060,0.00305373,-0.64536133,2.587421,0.018000,0.009000,0.261
2459,1.61858,0.70529743,0.27642154,0.01828103,0.15463867,1.887421,0.012491,0.006245,0.611
2460,1.33108,0.74616493,0.25190104,0.00193403,-0.84536133,2.062421,0.008338,0.004169,0.173
2461,2.48108,0.72150114,0.26669932,0.01179955,-0.04536133,1.362421,0.018000,0.009000,0.523
2462,1.90608,0.73897192,0.25621685,0.00481123,-0.44536133,1.712421,0.016643,0.008322,0.348
2463,0.75608,0.68105591,0.29096646,0.02797764,0.35463867,2.412421,0.000032,0.000016,0.698
2464,0.73811,0.73363994,0.25941604,0.00694402,-0.28286133,1.723358,0.000000,0.000000,0.430
2465,1.88811,0.65343957,0.30753626,0.03902417,0.51713867,2.423358,0.016384,0.008192,0.080
2466,2.46311,0.74399132,0.25320521,0.00280347,-0.68286133,2.073358,0.018000,0.009000,0.605
2467,1.31311,0.70886602,0.27428039,0.01685359,0.11713867,1.373358,0.008078,0.004039,0.255
2468,1.60061,0.74656254,0.25166248,0.00177498,-0.88286133,2.598358,0.012231,0.006116,0.518
2469,2.75061,0.72385319,0.26528808,0.01085872,-0.08286133,1.898358,0.018000,0.009000,0.168
2470,2.17561,0.73995230,0.25562862,0.00441908,-0.48286133,1.548358,0.018000,0.009000,0.693
2471,1.02561,0.68634383,0.28779370,0.02586247,0.31713867,2.248358,0.003926,0.001963,0.343
2472,1.16936,0.74542210,0.25234674,0.00223116,-0.78286133,1.460858,0.006002,0.003001,0.124
2473,2.31936,0.71714110,0.26931534,0.01354356,0.01713867,2.160858,0.018000,0.009000,0.474
2474,2.89436,0.73714454,0.25731328,0.00554218,-0.38286133,2.510858,0.018000,0.009000,0.299
2475,1.74436,0.67137762,0.29677343,0.03184895,0.41713867,1.810858,0.014307,0.007154,0.649
2476,1.45686,0.74219787,0.25428128,0.00352085,-0.58286133,2.335858,0.010155,0.005077,0.037
2477,2.60686,0.69871598,0.28037041,0.02091361,0.21713867,1.635858,0.018000,0.009000,0.387
2478,2.03186,0.74747091,0.25111745,0.00141164,-0.98286133,1.985858,0.018000,0.009000,0.212
2479,0.88186,0.72927501,0.26203499,0.00869000,-0.18286133,2.685858,0.001849,0.000925,0.562
2480,0.95374,0.74704257,0.25137446,0.00158297,-0.93286133,2.117108,0.002887,0.001444,0.671
2481,2.10374,0.72670990,0.26357406,0.00971604,-0.13286133,1.417108,0.018000,0.009000,0.321
2482,2.67874,0.74113795,0.25491723,0.00394482,-0.53286133,1.767108,0.018000,0.009000,0.496
2483,1.52874,0.69283051,0.28390170,0.02326780,0.26713867,2.467108,0.011193,0.005596,0.146
2484,1.81624,0.73548884,0.25830670,0.00620447,-0.33286133,1.592108,0.015346,0.007673,0.583
2485,2.96624,0.66280319,0.30191808,0.03527872,0.46713867,2.292108,0.018000,0.009000,0.233
2486,2.39124,0.74474716,0.25275170,0.00250113,-0.73286133,2.642108,0.018000,0.009000,0.408
2487,1.24124,0.71321754,0.27166948,0.01511299,0.06713867,1.942108,0.007040,0.003520,0.058
2488,1.09749,0.73862648,0.25642411,0.00494941,-0.43286133,2.379608,0.004964,0.002482,0.190
2489,2.24749,0.67920875,0.29207475,0.02871650,0.36713867,1.679608,0.018000,0.009000,0.540
2490,2.82249,0.74602467,0.25198520,0.00199013,-0.83286133,1.329608,0.018000,0.009000,0.015
2491,1.67249,0.72067454,0.26719528,0.01213019,-0.03286133,2.029608,0.013269,0.006635,0.365
2492,1.38499,0.74314508,0.25371295,0.00314197,-0.63286133,1.854608,0.009116,0.004558,0.277
2493,2.53499,0.70404633,0.27717220,0.01878147,0.16713867,2.554608,0.018000,0.009000,0.627
2494,1.95999,0.73157648,0.26065411,0.00776941,-0.23286133,2.204608,0.017422,0.008711,0.102
2495,0.80999,0.64324346,0.31365393,0.04310262,0.56713867,1.504608,0.000811,0.000405,0.452
2496,0.77405,0.74358013,0.25345192,0.00296795,-0.65786133,2.445233,0.000292,0.000146,0.026
2497,1.92405,0.70651731,0.27568962,0.01779308,0.14213867,1.745233,0.016903,0.008451,0.376
2498,2.49905,0.73263644,0.26001813,0.00734542,-0.25786133,1.395233,0.018000,0.009000,0.201
2499,1.34905,0.64844814,0.31053111,0.04102074,0.54213867,2.095233,0.008597,0.004299,0.551
2500,1.63655,0.73930787,0.25601528,0.00467685,-0.45786133,1.920233,0.012750,0.006375,0.113
2501,2.78655,0.68286031,0.28988381,0.02725588,0.34213867,2.620233,0.018000,0.009000,0.463
2502,2.21155,0.74630125,0.25181925,0.00187950,-0.85786133,2.270233,0.018000,0.009000,0.288
2503,1.06155,0.72230610,0.26621634,0.01147756,-0.05786133,1.570233,0.004445,0.002222,0.638
2504,1.20530,0.73633958,0.25779625,0.00586417,-0.35786133,2.007733,0.006521,0.003261,0.507
2505,2.35530,0.66718623,0.29928826,0.03352551,0.44213867,1.307733,0.018000,0.009000,0.157
2506,2.93030,0.74509419,0.25254349,0.00236232,-0.75786133,1.657733,0.018000,0.009000,0.682
2507,1.78030,0.71523039,0.27046177,0.01430784,0.04213867,2.357733,0.014827,0.007413,0.332
2508,1.49280,0.74726284,0.25124230,0.00149486,-0.95786133,1.482733,0.010674,0.005337,0.419
2509,2.64280,0.72802710,0.26278374,0.00918916,-0.15786133,2.182733,0.018000,0.009000,0.069
2510,2.06780,0.74168278,0.25459033,0.00372689,-0.55786133,2.532733,0.018000,0.009000,0.594
2511,0.91780,0.69584548,0.28209271,0.02206181,0.24213867,1.832733,0.002368,0.001184,0.244
2512,0.84593,0.74056171,0.25526298,0.00417532,-0.50786133,1.351483,0.001330,0.000665,0.266
2513,1.99593,0.68966525,0.28580085,0.02453390,0.29213867,2.051483,0.017941,0.008971,0.616
2514,2.57093,0.74680938,0.25151437,0.00167625,-0.90786133,2.401483,0.018000,0.009000,0.091
2515,1.42093,0.72531983,0.26440810,0.01027207,-0.10786133,1.701483,0.009636,0.004818,0.441
2516,1.70843,0.74437992,0.25297205,0.00264803,-0.70786133,2.226483,0.013788,0.006894,0.179
2517,2.85843,0.71109773,0.27294136,0.01596091,0.09213867,1.526483,0.018000,0.009000,0.529
2518,2.28343,0.73458983,0.25884610,0.00656407,-0.30786133,1.876483,0.018000,0.009000,0.004
2519,1.13343,0.65822281,0.30466631,0.03711088,0.49213867,2.576483,0.005483,0.002741,0.354
2520,0.98968,0.74573194,0.25216084,0.00210723,-0.80786133,1.788983,0.003406,0.001703,0.572
2521,2.13968,0.71895431,0.26822741,0.01281827,-0.00786133,2.488983,0.018000,0.009000,0.222
2522,2.71468,0.73790609,0.25685635,0.00523756,-0.40786133,2.138983,0.018000,0.009000,0.397
2523,1.56468,0.67538316,0.29437010,0.03024673,0.39213867,1.438983,0.011712,0.005856,0.047
2524,1.27718,0.73045704,0.26132577,0.00821718,-0.20786133,2.663983,0.007559,0.003780,0.660
2525,2.42718,0.63782073,0.31690756,0.04527171,0.59213867,1.963983,0.018000,0.009000,0.310
2526,1.85218,0.74268480,0.25398912,0.00332608,-0.60786133,1.613983,0.015865,0.007932,0.485
2527,0.70218,0.70144773,0.27873136,0.01982091,0.19213867,2.313983,0.000000,0.000000,0.135
2528,0.70161,0.74062632,0.25522421,0.00414947,-0.51059570,1.687469,0.000000,0.000000,0.035
2529,1.85161,0.69001895,0.28558863,0.02439242,0.28940430,2.387469,0.015857,0.007928,0.385
2530,2.42661,0.74683554,0.25149868,0.00166578,-0.91059570,2.037469,0.018000,0.009000,0.210
2531,1.27661,0.72547553,0.26431468,0.01020979,-0.11059570,1.337469,0.007551,0.003776,0.560
2532,1.56411,0.74442111,0.25294733,0.00263156,-0.71059570,2.562469,0.011704,0.005852,0.123
2533,2.71411,0.71133495,0.27279903,0.01586602,0.08940430,1.862469,0.018000,0.009000,0.473
2534,2.13911,0.73469059,0.25878565,0.00652377,-0.31059570,1.512469,0.018000,0.009000,0.298
2535,0.98911,0.65873357,0.30435986,0.03690657,0.48940430,2.212469,0.003398,0.001699,0.648
2536,1.13286,0.74576477,0.25214114,0.00209409,-0.81059570,1.424969,0.005475,0.002737,0.517
2537,2.28286,0.71914691,0.26811185,0.01274123,-0.01059570,2.124969,0.018000,0.009000,0.167
2538,2.85786,0.73798685,0.25680789,0.00520526,-0.41059570,2.474969,0.018000,0.009000,0.692
2539,1.70786,0.67581024,0.29411385,0.03007590,0.38940430,1.774969,0.013780,0.006890,0.342
2540,1.42036,0.73058247,0.26125052,0.00816701,-0.21059570,2.299969,0.009627,0.004814,0.429
2541,2.57036,0.63842460,0.31654524,0.04503016,0.58940430,1.599969,0.018000,0.009000,0.079
2542,1.99536,0.74273641,0.25395815,0.00330543,-0.61059570,1.949969,0.017933,0.008967,0.604
2543,0.84536,0.70173833,0.27855700,0.01970467,0.18940430,2.649969,0.001322,0.000661,0.254
2544,0.91724,0.74362625,0.25342425,0.00294950,-0.66059570,2.168719,0.002360,0.001180,0.276
2545,2.06724,0.70678006,0.27553197,0.01768798,0.13940430,1.468719,0.018000,0.009000,0.626
2546,2.64224,0.73274890,0.25995066,0.00730044,-0.26059570,1.818719,0.018000,0.009000,0.101
2547,1.49224,0.64900438,0.31019737,0.04079825,0.53940430,2.518719,0.010666,0.005333,0.451
2548,1.77974,0.73938012,0.25597193,0.00464795,-0.46059570,1.643719,0.014818,0.007409,0.188
2549,2.92974,0.68324940,0.28965036,0.02710024,0.33940430,2.343719,0.018000,0.009000,0.538
2550,2.35474,0.74633056,0.25180167,0.00186778,-0.86059570,2.693719,0.018000,0.009000,0.013
2551,1.20474,0.72247936,0.26611239,0.01140826,-0.06059570,1.993719,0.006513,0.003256,0.363
2552,1.06099,0.73642981,0.25774211,0.00582808,-0.36059570,2.431219,0.004437,0.002218,0.582
2553,2.21099,0.66765390,0.29900766,0.03333844,0.43940430,1.731219,0.018000,0.009000,0.232
2554,2.78599,0.74513097,0.25252142,0.00234761,-0.76059570,1.381219,0.018000,0.009000,0.407
2555,1.63599,0.71544426,0.27033344,0.01422230,0.03940430,2.081219,0.012742,0.006371,0.057
2556,1.34849,0.74728618,0.25122829,0.00148553,-0.96059570,1.906219,0.008589,0.004295,0.670
2557,2.49849,0.72816690,0.26269986,0.00913324,-0.16059570,2.606219,0.018000,0.009000,0.320
2558,1.92349,0.74174053,0.25455568,0.00370379,-0.56059570,2.256219,0.016895,0.008447,0.495
2559,0.77349,0.69616638,0.28190017,0.02193345,0.23940430,1.556219,0.000284,0.000142,0.145
2560,0.80943,0.74706727,0.25135964,0.00157309,-0.93559570,2.496844,0.000803,0.000401,0.418
2561,1.95943,0.72685745,0.26348553,0.00965702,-0.13559570,1.796844,0.017414,0.008707,0.068
2562,2.53443,0.74119904,0.25488058,0.00392039,-0.53559570,1.446844,0.018000,0.009000,0.593
2563,1.38443,0.69316748,0.28369951,0.02313301,0.26440430,2.146844,0.009108,0.004554,0.243
2564,1.67193,0.73558419,0.25824948,0.00616632,-0.33559570,1.971844,0.013261,0.006631,0.506
2565,2.82193,0.66329210,0.30162474,0.03508316,0.46440430,2.671844,0.018000,0.009000,0.156
2566,2.24693,0.74478608,0.25272835,0.00248557,-0.73559570,2.321844,0.018000,0.009000,0.681
2567,1.09693,0.71344281,0.27153431,0.01502288,0.06440430,1.621844,0.004956,0.002478,0.331
2568,1.24068,0.73870287,0.25637828,0.00491885,-0.43559570,2.059344,0.007032,0.003516,0.112
