index,massinit,Xinit,Yinit,Zinit,fehinit,amlt,fov_core,fov0_core,eta
0,0.81308,0.74005463,0.25556722,0.00437815,-0.48696289,1.539984,0.000856,0.000428,0.427
1,1.96308,0.68689970,0.28746018,0.02564012,0.31303711,2.239984,0.017467,0.008733,0.077
2,2.53808,0.74660401,0.25163760,0.00175840,-0.88696289,2.589984,0.018000,0.009000,0.602
3,1.38808,0.72409922,0.26514047,0.01076031,-0.08696289,1.889984,0.009161,0.004581,0.252
4,1.67558,0.74405659,0.25316604,0.00277736,-0.68696289,2.064984,0.013314,0.006657,0.515
5,2.82558,0.70924005,0.27405597,0.01670398,0.11303711,1.364984,0.018000,0.009000,0.165
6,2.25058,0.73379938,0.25932037,0.00688025,-0.28696289,1.714984,0.018000,0.009000,0.690
7,1.10058,0.65423846,0.30705693,0.03870462,0.51303711,2.414984,0.005008,0.002504,0.340
8,1.24433,0.74750393,0.25109764,0.00139843,-0.98696289,1.977484,0.007085,0.003542,0.121
9,2.39433,0.72947336,0.26191598,0.00861065,-0.18696289,2.677484,0.018000,0.009000,0.471
10,2.96933,0.74227964,0.25423221,0.00348814,-0.58696289,2.327484,0.018000,0.009000,0.296
11,1.81933,0.69917352,0.28009589,0.02073059,0.21303711,1.627484,0.015390,0.007695,0.646
12,1.53183,0.73727240,0.25723656,0.00549104,-0.38696289,2.502484,0.011237,0.005619,0.033
13,2.68183,0.67204737,0.29637158,0.03158105,0.41303711,1.802484,0.018000,0.009000,0.383
14,2.10683,0.74547415,0.25231551,0.00221034,-0.78696289,1.452484,0.018000,0.009000,0.208
15,0.95683,0.71744514,0.26913292,0.01342194,0.01303711,2.152484,0.002932,0.001466,0.558
16,0.88495,0.74480545,0.25271673,0.00247782,-0.73696289,2.633734,0.001894,0.000947,0.668
17,2.03495,0.71355497,0.27146702,0.01497801,0.06303711,1.933734,0.018000,0.009000,0.318
18,2.60995,0.73563165,0.25822101,0.00614734,-0.33696289,1.583734,0.018000,0.009000,0.493
19,1.45995,0.66353567,0.30147860,0.03498573,0.46303711,2.283734,0.010199,0.005100,0.143
20,1.74745,0.74122944,0.25486233,0.00390822,-0.53696289,1.758734,0.014352,0.007176,0.580
21,2.89745,0.69333530,0.28359882,0.02306588,0.26303711,2.458734,0.018000,0.009000,0.230
22,2.32245,0.74707957,0.25135226,0.00156817,-0.93696289,2.108734,0.018000,0.009000,0.405
23,1.17245,0.72693090,0.26344146,0.00962764,-0.13696289,1.408734,0.006047,0.003023,0.055
24,1.02870,0.73175437,0.26054738,0.00769825,-0.23696289,2.196234,0.003970,0.001985,0.186
25,2.17870,0.64411218,0.31313269,0.04275513,0.56303711,1.496234,0.018000,0.009000,0.536
26,2.75370,0.74321815,0.25366911,0.00311274,-0.63696289,1.846234,0.018000,0.009000,0.011
27,1.60370,0.70446033,0.27692380,0.01861587,0.16303711,2.546234,0.012276,0.006138,0.361
28,1.31620,0.74607113,0.25195732,0.00197155,-0.83696289,1.321234,0.008123,0.004061,0.274
29,2.46620,0.72094818,0.26703109,0.01202073,-0.03696289,2.021234,0.018000,0.009000,0.624
30,1.89120,0.73874089,0.25635546,0.00490364,-0.43696289,2.371234,0.016428,0.008214,0.099
31,0.74120,0.67981960,0.29170824,0.02847216,0.36303711,1.671234,0.000000,0.000000,0.449
32,0.75917,0.73427653,0.25903408,0.00668939,-0.29946289,2.382172,0.000077,0.000038,0.542
33,1.90917,0.65663884,0.30561670,0.03774446,0.50053711,1.682172,0.016688,0.008344,0.192
34,2.48417,0.74425182,0.25304891,0.00269927,-0.69946289,1.332172,0.018000,0.009000,0.367
35,1.33417,0.71036075,0.27338355,0.01625570,0.10053711,2.032172,0.008382,0.004191,0.017
36,1.62167,0.74672802,0.25156319,0.00170879,-0.89946289,1.857172,0.012535,0.006268,0.629
37,2.77167,0.72483586,0.26469848,0.01046565,-0.09946289,2.557172,0.018000,0.009000,0.279
38,2.19667,0.74036077,0.25538354,0.00425569,-0.49946289,2.207172,0.018000,0.009000,0.454
39,1.04667,0.68856717,0.28645970,0.02497313,0.30053711,1.507172,0.004230,0.002115,0.104
40,1.19042,0.74562981,0.25222212,0.00214808,-0.79946289,2.119672,0.006306,0.003153,0.323
41,2.34042,0.71835578,0.26858653,0.01305769,0.00053711,1.419672,0.018000,0.009000,0.673
42,2.91542,0.73765496,0.25700703,0.00533802,-0.39946289,1.769672,0.018000,0.009000,0.148
43,1.76542,0.67405792,0.29516525,0.03077683,0.40053711,2.469672,0.014612,0.007306,0.498
44,1.47792,0.74252427,0.25408544,0.00339029,-0.59946289,1.594672,0.010459,0.005229,0.236
45,2.62792,0.70054516,0.27927290,0.02018194,0.20053711,2.294672,0.018000,0.009000,0.586
46,2.05292,0.74760267,0.25103840,0.00135893,-0.99946289,2.644672,0.018000,0.009000,0.061
47,0.90292,0.73006710,0.26155974,0.00837316,-0.19946289,1.944672,0.002153,0.001077,0.411
48,0.97480,0.74719024,0.25128586,0.00152390,-0.94946289,1.463422,0.003191,0.001596,0.476
49,2.12480,0.72759251,0.26304450,0.00936300,-0.14946289,2.163422,0.018000,0.009000,0.126
50,2.69980,0.74150315,0.25469811,0.00379874,-0.54946289,2.513422,0.018000,0.009000,0.651
51,1.54980,0.69484904,0.28269058,0.02246038,0.25053711,1.813422,0.011497,0.005749,0.301
52,1.83730,0.73605901,0.25796459,0.00597640,-0.34946289,2.338422,0.015650,0.007825,0.389
53,2.98730,0.66573547,0.30015872,0.03410581,0.45053711,1.638422,0.018000,0.009000,0.039
54,2.41230,0.74497980,0.25261212,0.00240808,-0.74946289,1.988422,0.018000,0.009000,0.564
55,1.26230,0.71456582,0.27086051,0.01457367,0.05053711,2.688422,0.007344,0.003672,0.214
56,1.11855,0.73908319,0.25615009,0.00476672,-0.44946289,1.725922,0.005268,0.002634,0.083
57,2.26855,0.68165265,0.29060841,0.02773894,0.35053711,2.425922,0.018000,0.009000,0.433
58,2.84355,0.74621008,0.25187395,0.00191597,-0.84946289,2.075922,0.018000,0.009000,0.258
59,1.69355,0.72176762,0.26653943,0.01169295,-0.04946289,1.375922,0.013573,0.006787,0.608
60,1.40605,0.74343671,0.25353797,0.00302532,-0.64946289,2.600922,0.009421,0.004710,0.170
61,2.55605,0.70570111,0.27617933,0.01811955,0.15053711,1.900922,0.018000,0.009000,0.520
62,1.98105,0.73228681,0.26022792,0.00748528,-0.24946289,1.550922,0.017726,0.008863,0.345
63,0.83105,0.64672373,0.31156576,0.04171051,0.55053711,2.250922,0.001115,0.000558,0.695
64,0.79511,0.74385577,0.25328654,0.00285769,-0.67446289,1.791547,0.000596,0.000298,0.225
65,1.94511,0.70809031,0.27474581,0.01716388,0.12553711,2.491547,0.017207,0.008604,0.575
66,2.52011,0.73330895,0.25961463,0.00707642,-0.27446289,2.141547,0.018000,0.009000,0.050
67,1.37011,0.65178624,0.30852825,0.03968550,0.52553711,1.441547,0.008902,0.004451,0.400
68,1.65761,0.73973981,0.25575611,0.00450408,-0.47446289,2.666547,0.013054,0.006527,0.312
69,2.80761,0.68519196,0.28848483,0.02632322,0.32553711,1.966547,0.018000,0.009000,0.662
70,2.23261,0.74647641,0.25171415,0.00180943,-0.87446289,1.616547,0.018000,0.009000,0.137
71,1.08261,0.72334264,0.26559442,0.01106295,-0.07446289,2.316547,0.004749,0.002374,0.487
72,1.22636,0.73687908,0.25747255,0.00564837,-0.37446289,1.354047,0.006825,0.003413,0.619
73,2.37636,0.66999060,0.29760564,0.03240376,0.42553711,2.054047,0.018000,0.009000,0.269
74,2.95136,0.74531401,0.25241159,0.00227440,-0.77446289,2.404047,0.018000,0.009000,0.444
75,1.80136,0.71651032,0.26969381,0.01379587,0.02553711,1.704047,0.015131,0.007565,0.094
76,1.51386,0.74740233,0.25115860,0.00143907,-0.97446289,2.229047,0.010978,0.005489,0.531
77,2.66386,0.72886330,0.26228202,0.00885468,-0.17446289,1.529047,0.018000,0.009000,0.181
78,2.08886,0.74202805,0.25438317,0.00358878,-0.57446289,1.879047,0.018000,0.009000,0.356
79,0.93886,0.69776743,0.28093954,0.02129303,0.22553711,2.579047,0.002672,0.001336,0.006
80,0.86698,0.74094796,0.25503123,0.00402082,-0.52446289,2.010297,0.001634,0.000817,0.159
81,2.01698,0.69178423,0.28452946,0.02368631,0.27553711,1.310297,0.018000,0.009000,0.509
82,2.59198,0.74696571,0.25142058,0.00161372,-0.92446289,1.660297,0.018000,0.009000,0.334
83,1.44198,0.72625123,0.26384926,0.00989951,-0.12446289,2.360297,0.009940,0.004970,0.684
84,1.72948,0.74462610,0.25282434,0.00254956,-0.72446289,1.485297,0.014093,0.007046,0.072
85,2.87948,0.71251759,0.27208945,0.01539297,0.07553711,2.185297,0.018000,0.009000,0.422
86,2.30448,0.73519234,0.25848460,0.00632307,-0.32446289,2.535297,0.018000,0.009000,0.247
87,1.15448,0.66128676,0.30282794,0.03588530,0.47553711,1.835297,0.005787,0.002893,0.597
88,1.01073,0.74592818,0.25204309,0.00202873,-0.82446289,2.447797,0.003711,0.001855,0.378
89,2.16073,0.72010675,0.26753595,0.01235730,-0.02446289,1.747797,0.018000,0.009000,0.028
90,2.73573,0.73838893,0.25656664,0.00504443,-0.42446289,1.397797,0.018000,0.009000,0.553
91,1.58573,0.67794329,0.29283402,0.02922268,0.37553711,2.097797,0.012016,0.006008,0.203
92,1.29823,0.73120720,0.26087568,0.00791712,-0.22446289,1.922797,0.007863,0.003932,0.465
93,2.44823,0.64144631,0.31473222,0.04382148,0.57553711,2.622797,0.018000,0.009000,0.115
94,1.87323,0.74299334,0.25380400,0.00320267,-0.62446289,2.272797,0.016169,0.008084,0.640
95,0.72323,0.70318787,0.27768728,0.01912485,0.17553711,1.572797,0.000000,0.000000,0.290
96,0.73222,0.74215473,0.25430716,0.00353811,-0.58071289,1.993890,0.000000,0.000000,0.681
97,1.88222,0.69847483,0.28051510,0.02101007,0.21928711,2.693890,0.016299,0.008149,0.331
98,2.45722,0.74745349,0.25112790,0.00141860,-0.98071289,2.343890,0.018000,0.009000,0.506
99,1.30722,0.72917040,0.26209776,0.00873184,-0.18071289,1.643890,0.007993,0.003997,0.156
100,1.59472,0.74539465,0.25236321,0.00224214,-0.78071289,2.518890,0.012146,0.006073,0.594
101,2.74472,0.71698079,0.26941153,0.01360768,0.01928711,1.818890,0.018000,0.009000,0.244
102,2.16972,0.73707710,0.25735374,0.00556916,-0.38071289,1.468890,0.018000,0.009000,0.419
103,1.01972,0.67102481,0.29698511,0.03199008,0.41928711,2.168890,0.003840,0.001920,0.069
104,1.16347,0.74654066,0.25167560,0.00178373,-0.88071289,1.556390,0.005917,0.002958,0.200
105,2.31347,0.72372346,0.26536593,0.01091062,-0.08071289,2.256390,0.018000,0.009000,0.550
106,2.88847,0.73989832,0.25566101,0.00444067,-0.48071289,2.606390,0.018000,0.009000,0.025
107,1.73847,0.68605091,0.28796945,0.02597964,0.31928711,1.906390,0.014222,0.007111,0.375
108,1.45097,0.73355585,0.25946649,0.00697766,-0.28071289,2.081390,0.010070,0.005035,0.288
109,2.60097,0.65301887,0.30778868,0.03919245,0.51928711,1.381390,0.018000,0.009000,0.638
110,2.02597,0.74395689,0.25322587,0.00281724,-0.68071289,1.731390,0.018000,0.009000,0.113
111,0.87597,0.70866885,0.27439869,0.01693246,0.11928711,2.431390,0.001764,0.000882,0.463
112,0.94784,0.74310653,0.25373608,0.00315739,-0.63071289,2.212640,0.002802,0.001401,0.397
113,2.09784,0.70382811,0.27730314,0.01886876,0.16928711,1.512640,0.018000,0.009000,0.047
114,2.67284,0.73148265,0.26071041,0.00780694,-0.23071289,1.862640,0.018000,0.009000,0.572
115,1.52284,0.64278607,0.31392836,0.04328557,0.56928711,2.562640,0.011108,0.005554,0.222
116,1.81034,0.73856614,0.25646032,0.00497355,-0.43071289,1.337640,0.015261,0.007630,0.485
117,2.96034,0.67888690,0.29226786,0.02884524,0.36928711,2.037640,0.018000,0.009000,0.135
118,2.38534,0.74600017,0.25199990,0.00199993,-0.83071289,2.387640,0.018000,0.009000,0.660
119,1.23534,0.72053025,0.26728185,0.01218790,-0.03071289,1.687640,0.006955,0.003477,0.310
120,1.09159,0.73541351,0.25835189,0.00623460,-0.33071289,2.650140,0.004879,0.002439,0.091
121,2.24159,0.66241740,0.30214956,0.03543304,0.46928711,1.950140,0.018000,0.009000,0.441
122,2.81659,0.74471641,0.25277015,0.00251343,-0.73071289,1.600140,0.018000,0.009000,0.266
123,1.66659,0.71303963,0.27177622,0.01518415,0.06928711,2.300140,0.013184,0.006592,0.616
124,1.37909,0.74702304,0.25138617,0.00159078,-0.93071289,1.775140,0.009031,0.004516,0.003
125,2.52909,0.72659335,0.26364399,0.00976266,-0.13071289,2.475140,0.018000,0.009000,0.353
126,1.95409,0.74108968,0.25494619,0.00396413,-0.53071289,2.125140,0.017337,0.008668,0.178
127,0.80409,0.69256448,0.28406131,0.02337421,0.26928711,1.425140,0.000726,0.000363,0.528
128,0.84003,0.74724440,0.25125336,0.00150224,-0.95571289,2.540765,0.001245,0.000622,0.299
129,1.99003,0.72791667,0.26285000,0.00923333,-0.15571289,1.840765,0.017856,0.008928,0.649
130,2.56503,0.74163715,0.25461771,0.00374514,-0.55571289,1.490765,0.018000,0.009000,0.124
131,1.41503,0.69559214,0.28224472,0.02216314,0.24428711,2.190765,0.009550,0.004775,0.474
132,1.70253,0.73626830,0.25783902,0.00589268,-0.35571289,1.665765,0.013703,0.006852,0.211
133,2.85253,0.66681718,0.29950969,0.03367313,0.44428711,2.365765,0.018000,0.009000,0.561
134,2.27753,0.74506513,0.25256092,0.00237395,-0.75571289,2.015765,0.018000,0.009000,0.036
135,1.12753,0.71506149,0.27056311,0.01437541,0.04428711,1.315765,0.005398,0.002699,0.386
136,1.27128,0.73925079,0.25604952,0.00469968,-0.45571289,2.278265,0.007474,0.003737,0.605
137,2.42128,0.68255319,0.29006809,0.02737872,0.34428711,1.578265,0.018000,0.009000,0.255
138,2.99628,0.74627809,0.25183314,0.00188876,-0.85571289,1.928265,0.018000,0.009000,0.430
139,1.84628,0.72216927,0.26629844,0.01153229,-0.05571289,2.628265,0.015780,0.007890,0.080
140,1.55878,0.74354370,0.25347378,0.00298252,-0.65571289,1.403265,0.011627,0.005813,0.692
141,2.70878,0.70630983,0.27581410,0.01787607,0.14428711,2.103265,0.018000,0.009000,0.342
142,2.13378,0.73254761,0.26007143,0.00738096,-0.25571289,2.453265,0.018000,0.009000,0.517
143,0.98378,0.64800931,0.31079441,0.04119628,0.54428711,1.753265,0.003321,0.001661,0.167
144,0.91190,0.73035797,0.26138522,0.00825681,-0.20571289,1.622015,0.002283,0.001142,0.014
145,2.06190,0.63734439,0.31719337,0.04546224,0.59428711,2.322015,0.018000,0.009000,0.364
146,2.63690,0.74264402,0.25401359,0.00334239,-0.60571289,2.672015,0.018000,0.009000,0.189
147,1.48690,0.70121828,0.27886903,0.01991269,0.19428711,1.972015,0.010589,0.005294,0.539
148,1.77440,0.74570600,0.25217640,0.00211760,-0.80571289,2.147015,0.014741,0.007371,0.102
149,2.92440,0.71880221,0.26831868,0.01287912,-0.00571289,1.447015,0.018000,0.009000,0.452
150,2.34940,0.73784229,0.25689463,0.00526308,-0.40571289,1.797015,0.018000,0.009000,0.277
151,1.19940,0.67504609,0.29457235,0.03038156,0.39428711,2.497015,0.006436,0.003218,0.627
152,1.05565,0.74434739,0.25299157,0.00266105,-0.70571289,1.884515,0.004359,0.002180,0.495
153,2.20565,0.71091041,0.27305375,0.01603583,0.09428711,2.584515,0.018000,0.009000,0.145
154,2.78065,0.73451023,0.25889386,0.00659591,-0.30571289,2.234515,0.018000,0.009000,0.670
155,1.63065,0.65781980,0.30490812,0.03727208,0.49428711,1.534515,0.012665,0.006333,0.320
156,1.34315,0.74051066,0.25529360,0.00419573,-0.50571289,2.409515,0.008512,0.004256,0.408
157,2.49315,0.68938603,0.28596838,0.02464559,0.29428711,1.709515,0.018000,0.009000,0.058
158,1.91815,0.74678872,0.25152677,0.00168451,-0.90571289,1.359515,0.016818,0.008409,0.583
159,0.76815,0.72519686,0.26448189,0.01032126,-0.10571289,2.059515,0.000207,0.000103,0.233
160,0.75019,0.74523222,0.25246067,0.00230711,-0.76821289,1.370453,0.000000,0.000000,0.151
161,1.90019,0.71603366,0.26997980,0.01398654,0.03178711,2.070453,0.016558,0.008279,0.501
162,2.47519,0.73667830,0.25759302,0.00572868,-0.36821289,2.420453,0.018000,0.009000,0.326
163,1.32519,0.66894465,0.29823321,0.03282214,0.43178711,1.720453,0.008253,0.004126,0.676
164,1.61269,0.74189957,0.25446026,0.00364017,-0.56821289,2.245453,0.012405,0.006203,0.063
165,2.76269,0.69705125,0.28136925,0.02157950,0.23178711,1.545453,0.018000,0.009000,0.413
166,2.18769,0.74735044,0.25118974,0.00145983,-0.96821289,1.895453,0.018000,0.009000,0.238
167,1.03769,0.72855202,0.26246879,0.00897919,-0.16821289,2.595453,0.004100,0.002050,0.588
168,1.18144,0.73305864,0.25976482,0.00717655,-0.26821289,1.807953,0.006176,0.003088,0.370
169,2.33144,0.65054049,0.30927570,0.04018380,0.53178711,2.507953,0.018000,0.009000,0.020
170,2.90644,0.74375321,0.25334807,0.00289872,-0.66821289,2.157953,0.018000,0.009000,0.545
171,1.75644,0.70750435,0.27509739,0.01739826,0.13178711,1.457953,0.014482,0.007241,0.195
172,1.46894,0.74641124,0.25175325,0.00183550,-0.86821289,2.682953,0.010329,0.005165,0.457
173,2.61894,0.72295671,0.26582598,0.01121732,-0.06821289,1.982953,0.018000,0.009000,0.107
174,2.04394,0.73957907,0.25585256,0.00456837,-0.46821289,1.632953,0.018000,0.009000,0.632
175,0.89394,0.68432275,0.28900635,0.02667090,0.33178711,2.332953,0.002024,0.001012,0.282
176,0.96581,0.73820924,0.25667445,0.00511630,-0.41821289,2.464203,0.003062,0.001531,0.260
177,2.11581,0.67698868,0.29340679,0.02960453,0.38178711,1.764203,0.018000,0.009000,0.610
178,2.69081,0.74585517,0.25208690,0.00205793,-0.81821289,1.414203,0.018000,0.009000,0.085
179,1.54081,0.71967762,0.26779343,0.01252895,-0.01821289,2.114203,0.011367,0.005684,0.435
180,1.82831,0.74287853,0.25387288,0.00324859,-0.61821289,1.939203,0.015520,0.007760,0.348
181,2.97831,0.70253955,0.27807627,0.01938418,0.18178711,2.639203,0.018000,0.009000,0.698
182,2.40331,0.73092797,0.26104322,0.00802881,-0.21821289,2.289203,0.018000,0.009000,0.173
183,1.25331,0.64009282,0.31554431,0.04436287,0.58178711,1.589203,0.007214,0.003607,0.523
184,1.10956,0.74690755,0.25145547,0.00163698,-0.91821289,2.026703,0.005138,0.002569,0.654
185,2.25956,0.72590448,0.26405731,0.01003821,-0.11821289,1.326703,0.018000,0.009000,0.304
186,2.83456,0.74080423,0.25511746,0.00407831,-0.51821289,1.676703,0.018000,0.009000,0.479
187,1.68456,0.69099447,0.28500332,0.02400221,0.28178711,2.376703,0.013444,0.006722,0.129
188,1.39706,0.73496809,0.25861914,0.00641276,-0.31821289,1.501703,0.009291,0.004645,0.567
189,2.54706,0.66014367,0.30351380,0.03634253,0.48178711,2.201703,0.018000,0.009000,0.217
190,1.97206,0.74453451,0.25287929,0.00258620,-0.71821289,2.551703,0.017596,0.008798,0.392
191,0.82206,0.71198875,0.27240675,0.01560450,0.08178711,1.851703,0.000985,0.000493,0.042
192,0.78612,0.73746500,0.25712100,0.00541400,-0.39321289,2.092328,0.000466,0.000233,0.446
193,1.93612,0.67305838,0.29576497,0.03117665,0.40678711,1.392328,0.017077,0.008539,0.096
194,2.51112,0.74555253,0.25226848,0.00217899,-0.79321289,1.742328,0.018000,0.009000,0.621
195,1.36112,0.71790345,0.26885793,0.01323862,0.00678711,2.442328,0.008772,0.004386,0.271
196,1.64862,0.74755365,0.25106781,0.00137854,-0.99321289,1.567328,0.012925,0.006462,0.359
197,2.79862,0.72977225,0.26173665,0.00849110,-0.19321289,2.267328,0.018000,0.009000,0.009
198,2.22362,0.74240281,0.25415831,0.00343887,-0.59321289,2.617328,0.018000,0.009000,0.534
199,1.07362,0.69986360,0.27968184,0.02045456,0.20678711,1.917328,0.004619,0.002310,0.184
200,1.21737,0.74415490,0.25310706,0.00273804,-0.69321289,2.354828,0.006695,0.003348,0.052
201,2.36737,0.70980399,0.27371761,0.01647840,0.10678711,1.654828,0.018000,0.009000,0.402
202,2.94237,0.73403960,0.25917624,0.00678416,-0.29321289,1.304828,0.018000,0.009000,0.227
203,1.79237,0.65544509,0.30633295,0.03822197,0.50678711,2.004828,0.015001,0.007500,0.577
204,1.50487,0.74020877,0.25547474,0.00431649,-0.49321289,1.829828,0.010848,0.005424,0.140
205,2.65487,0.68773842,0.28695695,0.02530463,0.30678711,2.529828,0.018000,0.009000,0.490
206,2.07987,0.74666645,0.25160013,0.00173342,-0.89321289,2.179828,0.018000,0.009000,0.315
207,0.92987,0.72447001,0.26491800,0.01061200,-0.09321289,1.479828,0.002543,0.001271,0.665
208,0.85800,0.74614110,0.25191534,0.00194356,-0.84321289,1.698578,0.001504,0.000752,0.556
209,2.00800,0.72136062,0.26678363,0.01185575,-0.04321289,2.398578,0.018000,0.009000,0.206
210,2.58300,0.73891323,0.25625206,0.00483471,-0.44321289,2.048578,0.018000,0.009000,0.381
211,1.43300,0.68074149,0.29115511,0.02810340,0.35678711,1.348578,0.009810,0.004905,0.031
212,1.72050,0.73202241,0.26038655,0.00759104,-0.24321289,2.573578,0.013963,0.006981,0.643
213,2.87050,0.64542471,0.31234518,0.04223012,0.55678711,1.873578,0.018000,0.009000,0.293
214,2.29550,0.74332820,0.25360308,0.00306872,-0.64321289,1.523578,0.018000,0.009000,0.468
215,1.14550,0.70508464,0.27654921,0.01836614,0.15678711,2.223578,0.005657,0.002829,0.118
216,1.00175,0.74136725,0.25477965,0.00385310,-0.54321289,1.436078,0.003581,0.001790,0.337
217,2.15175,0.69409679,0.28314192,0.02276128,0.25678711,2.136078,0.018000,0.009000,0.687
218,2.72675,0.74713530,0.25131882,0.00154588,-0.94321289,2.486078,0.018000,0.009000,0.162
219,1.57675,0.72726393,0.26324164,0.00949443,-0.14321289,1.786078,0.011886,0.005943,0.512
220,1.28925,0.74489324,0.25266406,0.00244270,-0.74321289,2.311078,0.007734,0.003867,0.249
221,2.43925,0.71406368,0.27116179,0.01477453,0.05678711,1.611078,0.018000,0.009000,0.599
222,1.86425,0.73584681,0.25809192,0.00606128,-0.34321289,1.961078,0.016039,0.008020,0.074
223,0.71425,0.66464166,0.30081500,0.03454333,0.45678711,2.661078,0.000000,0.000000,0.424
224,0.70976,0.73573960,0.25815624,0.00610416,-0.34008789,1.389594,0.000000,0.000000,0.177
225,1.85976,0.66409019,0.30114588,0.03476392,0.45991211,2.089594,0.015974,0.007987,0.527
226,2.43476,0.74484950,0.25269030,0.00246020,-0.74008789,2.439594,0.018000,0.009000,0.002
227,1.28476,0.71381015,0.27131391,0.01487594,0.05991211,1.739594,0.007669,0.003834,0.352
228,1.57226,0.74710753,0.25133548,0.00155699,-0.94008789,2.264594,0.011821,0.005911,0.264
229,2.72226,0.72709798,0.26334121,0.00956081,-0.14008789,1.564594,0.018000,0.009000,0.614
230,2.14726,0.74129859,0.25482085,0.00388056,-0.54008789,1.914594,0.018000,0.009000,0.089
231,0.99726,0.69371721,0.28336968,0.02291312,0.25991211,2.614594,0.003516,0.001758,0.439
232,1.14101,0.74327337,0.25363598,0.00309065,-0.64008789,1.652094,0.005592,0.002796,0.658
233,2.29101,0.70477347,0.27673592,0.01849061,0.15991211,2.352094,0.018000,0.009000,0.308
234,2.86601,0.73188885,0.26046669,0.00764446,-0.24008789,2.002094,0.018000,0.009000,0.483
235,1.71601,0.64477014,0.31273792,0.04249195,0.55991211,1.302094,0.013898,0.006949,0.133
236,1.42851,0.73882736,0.25630358,0.00486905,-0.44008789,2.527094,0.009745,0.004873,0.571
237,2.57851,0.68028189,0.29143086,0.02828724,0.35991211,1.827094,0.018000,0.009000,0.221
238,2.00351,0.74610624,0.25193625,0.00195750,-0.84008789,1.477094,0.018000,0.009000,0.396
239,0.85351,0.72115508,0.26690695,0.01193797,-0.04008789,2.177094,0.001440,0.000720,0.046
240,0.92538,0.74663534,0.25161880,0.00174586,-0.89008789,2.395844,0.002478,0.001239,0.111
241,2.07538,0.72428524,0.26502886,0.01068591,-0.09008789,1.695844,0.018000,0.009000,0.461
242,2.65038,0.74013197,0.25552082,0.00434721,-0.49008789,1.345844,0.018000,0.009000,0.286
243,1.50038,0.68732032,0.28720781,0.02547187,0.30991211,2.045844,0.010783,0.005392,0.636
244,1.78788,0.73391990,0.25924806,0.00683204,-0.29008789,1.870844,0.014936,0.007468,0.024
245,2.93788,0.65484339,0.30669397,0.03846265,0.50991211,2.570844,0.018000,0.009000,0.374
246,2.36288,0.74410592,0.25313645,0.00275763,-0.69008789,2.220844,0.018000,0.009000,0.199
247,1.21288,0.70952292,0.27388625,0.01659083,0.10991211,1.520844,0.006631,0.003315,0.549
248,1.06913,0.74234145,0.25419513,0.00346342,-0.59008789,2.133344,0.004554,0.002277,0.418
249,2.21913,0.69951963,0.27988822,0.02059215,0.20991211,1.433344,0.018000,0.009000,0.068
250,2.79413,0.74752888,0.25108267,0.00138845,-0.99008789,1.783344,0.018000,0.009000,0.593
251,1.64413,0.72962331,0.26182601,0.00855068,-0.19008789,2.483344,0.012860,0.006430,0.243
252,1.35663,0.74551348,0.25229191,0.00219461,-0.79008789,1.608344,0.008707,0.004353,0.505
253,2.50663,0.71767505,0.26899497,0.01332998,0.00991211,2.308344,0.018000,0.009000,0.155
254,1.93163,0.73736903,0.25717858,0.00545239,-0.39008789,2.658344,0.017012,0.008506,0.680
255,0.78163,0.67255431,0.29606741,0.03137827,0.40991211,1.958344,0.000401,0.000201,0.330
256,0.81757,0.74448822,0.25290707,0.00260471,-0.71508789,2.067719,0.000920,0.000460,0.582
257,1.96757,0.71172177,0.27256694,0.01571129,0.08491211,1.367719,0.017532,0.008766,0.232
258,2.54257,0.73485481,0.25868712,0.00645808,-0.31508789,1.717719,0.018000,0.009000,0.407
259,1.39257,0.65956743,0.30385954,0.03657303,0.48491211,2.417719,0.009226,0.004613,0.057
260,1.68007,0.74073160,0.25516104,0.00410736,-0.51508789,1.542719,0.013379,0.006689,0.669
261,2.83007,0.69059599,0.28524241,0.02416160,0.28491211,2.242719,0.018000,0.009000,0.319
262,2.25507,0.74687816,0.25147311,0.00164874,-0.91508789,2.592719,0.018000,0.009000,0.494
263,1.10507,0.72572935,0.26416239,0.01010826,-0.11508789,1.892719,0.005073,0.002537,0.144
264,1.24882,0.73078692,0.26112785,0.00808523,-0.21508789,2.505219,0.007150,0.003575,0.275
265,2.39882,0.63941091,0.31595346,0.04463564,0.58491211,1.805219,0.018000,0.009000,0.625
266,2.97382,0.74282052,0.25390769,0.00327179,-0.61508789,1.455219,0.018000,0.009000,0.100
267,1.82382,0.70221232,0.27827261,0.01951507,0.18491211,2.155219,0.015455,0.007728,0.450
268,1.53632,0.74581827,0.25210904,0.00207269,-0.81508789,1.980219,0.011302,0.005651,0.188
269,2.68632,0.71946093,0.26792344,0.01261563,-0.01508789,2.680219,0.018000,0.009000,0.538
270,2.11132,0.73811846,0.25672892,0.00515262,-0.41508789,2.330219,0.018000,0.009000,0.013
271,0.96132,0.67650723,0.29369566,0.02979711,0.38491211,1.630219,0.002997,0.001498,0.363
272,0.88944,0.73949786,0.25590128,0.00460086,-0.46508789,1.761469,0.001959,0.000979,0.516
273,2.03944,0.68388427,0.28926944,0.02684629,0.33491211,2.461469,0.018000,0.009000,0.166
274,2.61444,0.74637831,0.25177301,0.00184868,-0.86508789,2.111469,0.018000,0.009000,0.691
